320 	-	317		-	103138300	-	103138300
316 	-	318 	-	103248800	-	103164800
314 	-	318 	-	103364100	-	103219400
312 	-	318 	-	103494200	-	103275300
310 	-	318 	-	103628800	-	103332200
300 	-	587 	-	114304700	-	104106200
290 	-	1060	-	132607800	-	105110500
280 	-	1177	-	137200500	-	631165800
270 	-	2252	-	179943100	-	3988672300
